"","target","Gender","EngineHP","credit_history","Years_Experience","annual_claims","Marital_Status","Vehical_type","Miles_driven_annually","size_of_family","Age_bucket","credit_history_bucket","State"
"17600",1,"M",176,673,5,0,"Married","Van",79987,1,"18-27","Good","NJ"
"17601",1,"M",97,748,19,0,"Married","Van",13805,4,">40","Very Good","NJ"
"17602",1,"F",139,761,15,3,"Married","Truck",6908,2,">40","Very Good","OR"
"17603",0,"M",170,378,3,2,"Single","Car",14184,6,"18-27","Very Poor","MA"
"17604",1,"M",95,752,20,0,"Married","Van",6995,7,">40","Very Good","NJ"
"17605",1,"M",98,674,10,1,"Married","Van",6392,8,">40","Good","NJ"
"17606",0,"M",313,520,3,3,"Single","Car",11613,2,"18-27","Very Poor","NJ"
"17607",1,"M",113,731,6,1,"Single","Utility",7334,5,"18-27","Good","AR"
"17608",1,"M",434,612,4,1,"Married","Car",14639,3,"18-27","Fair","WY"
"17609",1,"F",107,737,18,0,"Married","Car",9906,2,">40","Good","NC"
"17610",1,"M",96,727,8,0,"Married","Truck",27367,2,"18-27","Good","NJ"
"17611",0,"F",222,719,8,2,"Single","Truck",10358,3,"35-40","Good","DE"
"17612",0,"F",131,699,26,0,"Single","Car",5683,6,">40","Good","NY"
"17613",1,"F",385,670,24,1,"Married","Car",15960,6,">40","Good","NY"
"17614",1,"F",157,716,35,1,"Single","Car",13607,2,">40","Good","KY"
"17615",1,"M",426,649,5,0,"Married","Car",14967,3,"18-27","Fair","CT"
"17616",1,"M",113,844,1,3,"Single","Car",11902,2,"18-27","Exceptional","NE"
"17617",1,"F",82,734,39,1,"Married","Truck",13176,7,">40","Good","HI"
"17618",0,"F",557,674,13,3,"Married","Truck",15382,3,">40","Good","NJ"
"17619",1,"F",129,670,16,1,"Married","Car",5653,6,">40","Good","AL"
"17620",1,"M",132,718,5,1,"Married","Van",36219,4,"28-34","Good","CA"
"17621",1,"F",119,717,15,1,"Single","Car",13330,4,">40","Good","AR"
"17622",0,"F",200,722,7,3,"Single","Truck",13212,6,"35-40","Good","UT"
"17623",1,"M",341,456,3,2,"Married","Car",10298,3,"18-27","Very Poor","NY"
"17624",1,"M",119,713,25,0,"Married","Van",8243,8,">40","Good","VT"
"17625",1,"F",97,730,17,0,"Married","Car",13006,2,"28-34","Good","NY"
"17626",0,"F",392,586,6,2,"Single","Truck",13973,3,"35-40","Fair","CT"
"17627",1,"M",244,585,5,0,"Married","Car",14587,3,"18-27","Fair","NY"
"17628",0,"M",95,740,26,1,"Married","Truck",13695,7,">40","Very Good","OR"
"17629",1,"M",160,786,25,1,"Married","Utility",11560,4,">40","Very Good","VT"
"17630",1,"F",113,771,20,0,"Single","Car",13027,2,">40","Very Good","NJ"
"17631",1,"F",452,686,8,2,"Single","Utility",12271,1,"35-40","Good","NE"
"17632",0,"F",97,676,39,0,"Married","Car",9579,1,">40","Good","CT"
"17633",1,"M",125,769,16,1,"Married","Van",5561,1,">40","Very Good","VT"
"17634",0,"F",126,773,15,0,"Single","Car",9620,6,"35-40","Very Good","FL"
"17635",0,"M",85,773,11,1,"Married","Utility",6591,7,">40","Very Good","IA"
"17636",1,"F",87,736,32,2,"Married","Car",9982,5,">40","Good","OR"
"17637",1,"M",88,753,19,1,"Married","Utility",8708,1,"28-34","Very Good","NY"
"17638",1,"F",139,682,11,1,"Married","Car",5047,2,">40","Good","WY"
"17639",1,"F",81,684,15,1,"Married","Car",13149,7,">40","Good","WI"
"17640",1,"M",140,731,21,0,"Married","Truck",14679,6,">40","Good","VT"
"17641",1,"F",86,799,16,0,"Married","Truck",12014,5,"35-40","Very Good","AZ"
"17642",1,"F",134,792,14,0,"Married","Truck",12659,6,">40","Very Good","CT"
"17643",1,"M",98,757,17,1,"Married","Van",12938,7,"35-40","Very Good","NJ"
"17644",1,"M",85,829,27,1,"Married","Utility",6981,7,">40","Exceptional","NJ"
"17645",1,"F",151,792,1,1,"Married","Car",15320,2,"18-27","Very Good","MD"
"17646",0,"M",311,718,8,0,"Married","Utility",62384,3,"18-27","Good","PA"
"17647",1,"F",139,689,5,0,"Married","Car",5798,1,"18-27","Good","OK"
"17648",0,"M",674,773,4,1,"Married","Van",11752,6,"<18","Very Good","OR"
"17649",1,"M",89,686,25,0,"Single","Utility",5492,1,">40","Good","MI"
"17650",1,"M",105,708,5,3,"Single","Car",12461,1,"18-27","Good","OR"
"17651",1,"M",447,347,3,1,"Married","Car",10749,5,"18-27","Very Poor","NJ"
"17652",0,"F",339,715,5,3,"Single","Truck",12018,2,"35-40","Good","MO"
"17653",1,"M",135,689,21,1,"Married","Truck",12962,4,">40","Good","MA"
"17654",1,"M",357,545,2,2,"Married","Car",12903,4,"18-27","Very Poor","NE"
"17655",1,"F",116,675,6,2,"Married","Car",53720,7,"18-27","Good","CT"
"17656",1,"M",466,721,3,3,"Married","Car",11918,7,"18-27","Good","OH"
"17657",1,"F",135,670,21,1,"Married","Car",8401,2,">40","Good","NJ"
"17658",1,"M",109,642,3,2,"Single","Car",90130,7,"18-27","Fair","NJ"
"17659",0,"F",310,720,3,0,"Married","Truck",35199,5,"18-27","Good","KS"
"17660",1,"F",464,305,6,3,"Single","Utility",24192,3,"35-40","Very Poor","NJ"
"17661",0,"F",160,716,22,1,"Married","Car",5687,7,">40","Good","OR"
"17662",0,"M",84,756,20,1,"Married","Utility",12486,4,"35-40","Very Good","VT"
"17663",1,"F",576,716,2,0,"Married","Car",17029,8,"<18","Good","CT"
"17664",1,"M",100,798,5,1,"Married","Van",12674,5,"28-34","Very Good","CT"
"17665",1,"M",663,781,3,1,"Married","Truck",10007,5,"18-27","Very Good","ID"
"17666",1,"M",148,675,19,0,"Married","Car",11014,3,">40","Good","DE"
"17667",1,"F",96,745,16,1,"Married","Car",6888,8,">40","Very Good","VT"
"17668",1,"M",237,599,5,1,"Married","Car",10033,6,"18-27","Fair","CT"
"17669",1,"F",122,720,19,0,"Married","Car",10061,7,"35-40","Good","NY"
"17670",1,"F",266,736,5,3,"Single","Van",14645,2,"35-40","Good","NJ"
"17671",0,"F",602,673,5,0,"Married","Car",17102,1,"<18","Good","NJ"
"17672",1,"M",144,755,21,0,"Married","Van",8940,4,">40","Very Good","LA"
"17673",1,"M",130,761,17,0,"Married","Van",6595,7,"28-34","Very Good","VT"
"17674",1,"F",467,695,38,0,"Married","Car",18933,7,">40","Good","MO"
"17675",1,"M",111,348,3,2,"Single","Car",12894,5,"18-27","Very Poor","OR"
"17676",0,"M",97,788,20,1,"Single","Utility",10195,7,"28-34","Very Good","KS"
"17677",1,"M",106,633,3,3,"Single","Car",63842,4,"18-27","Fair","OR"
"17678",1,"M",132,627,2,3,"Single","Car",53981,3,"18-27","Fair","OR"
"17679",1,"M",182,629,1,2,"Single","Car",50799,6,"18-27","Fair","NJ"
"17680",0,"F",178,635,6,1,"Single","Van",11261,8,"35-40","Fair","NJ"
"17681",0,"F",96,711,14,1,"Single","Car",10921,2,">40","Good","NJ"
"17682",1,"M",137,711,17,0,"Married","Van",12486,4,"35-40","Good","CT"
"17683",1,"F",92,724,21,0,"Married","Car",10369,2,">40","Good","NE"
"17684",1,"F",94,777,5,0,"Married","Car",7211,4,"18-27","Very Good","NY"
"17685",0,"M",144,727,16,0,"Married","Truck",7954,7,">40","Good","RI"
"17686",1,"M",106,591,2,3,"Single","Car",42522,6,"18-27","Fair","OR"
"17687",1,"F",587,702,5,0,"Married","Truck",15057,4,"18-27","Good","NM"
"17688",1,"M",150,711,23,1,"Married","Van",10928,8,">40","Good","OR"
"17689",1,"F",295,622,5,1,"Single","Truck",14291,1,"35-40","Fair","TX"
"17690",1,"M",83,765,24,1,"Married","Truck",12426,4,">40","Very Good","NY"
"17691",1,"F",667,723,15,1,"Married","Car",20499,1,"28-34","Good","OH"
"17692",0,"F",250,704,7,0,"Married","Car",68478,7,"18-27","Good","OR"
"17693",0,"M",149,595,2,2,"Single","Car",29009,7,"18-27","Fair","SD"
"17694",1,"M",159,738,14,1,"Married","Van",10918,3,">40","Good","CT"
"17695",0,"M",154,789,5,0,"Married","Van",6182,2,"28-34","Very Good","DE"
"17696",1,"M",272,689,3,1,"Married","Van",83546,7,"<18","Good","TX"
"17697",0,"M",514,587,1,1,"Married","Van",9358,2,"<18","Fair","NY"
"17698",1,"F",279,559,2,0,"Married","Car",83456,6,"<18","Very Poor","OK"
"17699",0,"F",135,696,23,1,"Married","Car",8833,1,">40","Good","MS"
"17700",1,"F",370,621,5,3,"Single","Truck",14143,8,"35-40","Fair","NC"
"17701",1,"M",141,633,2,2,"Single","Car",46534,6,"18-27","Fair","CT"
"17702",1,"M",131,771,17,1,"Married","Van",9082,4,">40","Very Good","OK"
"17703",1,"M",107,753,21,1,"Married","Utility",11669,6,">40","Very Good","LA"
"17704",1,"M",84,761,19,1,"Married","Van",12888,6,">40","Very Good","NY"
"17705",1,"F",289,679,7,2,"Single","Truck",10739,8,"35-40","Good","OR"
"17706",1,"F",141,723,23,1,"Married","Car",6588,2,">40","Good","CT"
"17707",1,"M",125,677,25,0,"Married","Van",8144,7,">40","Good","VT"
"17708",1,"F",400,676,28,0,"Married","Car",21237,2,">40","Good","NJ"
"17709",1,"F",637,782,3,0,"Married","Truck",9407,5,"<18","Very Good","MS"
"17710",0,"F",107,784,18,0,"Married","Truck",14502,5,">40","Very Good","NJ"
"17711",1,"M",91,718,8,1,"Married","Truck",52633,5,"18-27","Good","OR"
"17712",1,"M",264,673,1,3,"Married","Car",13366,1,"18-27","Good","WV"
"17713",1,"F",237,783,15,1,"Married","Car",11124,1,"28-34","Very Good","DE"
"17714",1,"F",98,681,9,0,"Married","Truck",20839,1,"18-27","Good","NJ"
"17715",0,"M",282,327,4,0,"Married","Car",14254,7,"18-27","Very Poor","OR"
"17716",1,"F",324,645,7,1,"Single","Truck",14303,5,"35-40","Fair","OR"
"17717",0,"F",135,744,13,1,"Married","Truck",11694,6,"35-40","Very Good","NJ"
"17718",1,"M",321,640,4,2,"Married","Car",17748,7,"18-27","Fair","CA"
"17719",1,"M",80,742,23,1,"Married","Utility",6268,8,">40","Very Good","SD"
"17720",1,"F",337,648,8,0,"Single","Truck",13211,5,"35-40","Fair","NY"
"17721",1,"M",460,606,2,3,"Single","Car",72580,1,"18-27","Fair","VT"
"17722",1,"M",219,680,3,0,"Married","Truck",55142,4,"<18","Good","NJ"
"17723",1,"M",116,782,11,1,"Married","Van",6467,5,">40","Very Good","NJ"
"17724",1,"M",128,683,13,1,"Married","Truck",12364,4,">40","Good","NY"
"17725",1,"F",94,748,10,3,"Married","Truck",9804,4,">40","Very Good","NJ"
"17726",1,"M",153,755,27,0,"Married","Van",7889,8,">40","Very Good","OR"
"17727",1,"M",88,794,21,1,"Married","Utility",7912,5,">40","Very Good","MI"
"17728",1,"M",125,787,13,1,"Married","Van",7262,3,"35-40","Very Good","NJ"
"17729",0,"M",126,763,16,0,"Married","Utility",14686,2,">40","Very Good","CT"
"17730",1,"M",151,668,4,3,"Single","Car",60738,1,"18-27","Fair","DE"
"17731",0,"M",114,674,13,0,"Married","Truck",8454,1,"35-40","Good","VT"
"17732",1,"M",160,760,12,4,"Single","Utility",8208,8,">40","Very Good","OR"
"17733",1,"F",85,798,2,0,"Married","Car",21255,2,"<18","Very Good","NY"
"17734",1,"F",125,776,22,1,"Married","Car",7441,7,">40","Very Good","CT"
"17735",1,"F",307,679,7,3,"Single","Truck",13889,6,">40","Good","NJ"
"17736",0,"M",158,735,18,0,"Married","Van",6247,7,">40","Good","WV"
"17737",1,"F",136,752,27,1,"Single","Car",14593,8,">40","Very Good","NY"
"17738",1,"F",99,728,31,1,"Married","Truck",12627,7,">40","Good","NY"
"17739",0,"M",112,790,14,0,"Single","Utility",7005,6,"28-34","Very Good","RI"
"17740",0,"M",140,696,9,1,"Married","Van",91771,4,"18-27","Good","NJ"
"17741",1,"F",421,716,12,0,"Married","Car",15063,7,">40","Good","MN"
"17742",1,"M",459,641,1,0,"Married","Car",82185,8,"18-27","Fair","NJ"
"17743",1,"F",160,750,19,1,"Married","Car",19622,5,"35-40","Very Good","OR"
"17744",1,"M",121,789,10,1,"Married","Truck",7919,3,">40","Very Good","MO"
"17745",1,"F",139,673,6,1,"Single","Car",5279,8,"18-27","Good","WV"
"17746",1,"F",444,807,7,3,"Single","Truck",19006,2,"35-40","Exceptional","NJ"
"17747",1,"M",174,616,3,0,"Single","Car",13054,1,"18-27","Fair","OR"
"17748",1,"M",104,753,11,0,"Married","Van",9031,6,">40","Very Good","IN"
"17749",1,"M",611,544,5,2,"Single","Car",10020,7,"18-27","Very Poor","MN"
"17750",0,"F",96,796,21,1,"Married","Car",22571,6,">40","Very Good","MD"
"17751",1,"F",154,718,21,1,"Married","Truck",5458,6,">40","Good","NY"
"17752",1,"F",560,726,23,1,"Married","Car",22801,4,">40","Good","CO"
"17753",0,"M",141,532,1,0,"Married","Van",89706,8,"<18","Very Poor","OR"
"17754",1,"F",132,742,19,0,"Married","Truck",7388,4,"35-40","Very Good","FL"
"17755",0,"F",145,430,8,2,"Single","Van",19372,4,"35-40","Very Poor","NJ"
"17756",1,"F",329,644,5,3,"Single","Truck",23949,6,"35-40","Fair","OR"
"17757",1,"M",92,648,4,3,"Single","Car",66208,3,"18-27","Fair","WV"
"17758",1,"F",133,767,10,0,"Married","Truck",12022,6,">40","Very Good","SD"
"17759",0,"F",385,813,6,3,"Single","Utility",21464,7,"35-40","Exceptional","MT"
"17760",1,"M",86,554,2,0,"Married","Van",68691,5,"18-27","Very Poor","MN"
"17761",1,"M",146,716,12,0,"Married","Van",41692,6,"28-34","Good","NJ"
"17762",1,"F",113,736,25,0,"Married","Truck",13453,8,">40","Good","NY"
"17763",1,"F",438,605,8,3,"Single","Truck",10292,7,"35-40","Fair","WA"
"17764",0,"F",94,799,21,1,"Married","Truck",8721,1,">40","Very Good","GA"
"17765",1,"M",150,789,32,0,"Married","Van",7971,6,">40","Very Good","WV"
"17766",1,"M",403,819,5,2,"Married","Car",19040,8,"18-27","Exceptional","CT"
"17767",1,"F",367,670,14,0,"Married","Car",19546,2,">40","Good","OR"
"17768",0,"M",244,713,4,1,"Married","Truck",92856,3,"18-27","Good","IN"
"17769",1,"F",176,488,6,3,"Single","Van",10540,3,"35-40","Very Poor","OR"
"17770",1,"M",85,781,21,1,"Married","Truck",13648,8,">40","Very Good","NJ"
"17771",1,"M",143,770,25,1,"Single","Utility",5897,6,">40","Very Good","CT"
"17772",1,"M",154,784,20,1,"Married","Truck",13969,7,">40","Very Good","ID"
"17773",1,"F",311,819,8,2,"Single","Utility",22783,8,"35-40","Exceptional","NY"
"17774",1,"F",93,687,16,1,"Single","Car",8478,2,">40","Good","OR"
"17775",1,"M",222,363,5,2,"Married","Car",19239,5,"18-27","Very Poor","TX"
"17776",1,"M",186,695,6,3,"Married","Truck",11913,8,"35-40","Good","OH"
"17777",0,"M",89,799,25,0,"Married","Van",9856,6,">40","Very Good","NJ"
"17778",1,"M",229,421,1,3,"Married","Car",10485,5,"18-27","Very Poor","OR"
"17779",1,"F",153,787,3,0,"Married","Car",9408,6,"18-27","Very Good","MO"
"17780",1,"F",84,730,14,0,"Married","Car",35050,3,">40","Good","CT"
"17781",0,"F",133,772,15,1,"Married","Truck",10034,2,">40","Very Good","NY"
"17782",1,"F",315,678,8,2,"Single","Truck",10365,8,"35-40","Good","AR"
"17783",1,"M",373,332,5,2,"Married","Car",12820,8,"18-27","Very Poor","NJ"
"17784",1,"F",339,735,8,2,"Single","Truck",14731,7,"35-40","Good","NJ"
"17785",1,"M",161,609,2,2,"Single","Car",90494,7,"18-27","Fair","NY"
"17786",1,"M",98,534,7,3,"Married","Truck",12202,2,"35-40","Very Poor","VA"
"17787",0,"F",134,780,4,3,"Married","Truck",17986,7,"18-27","Very Good","NJ"
"17788",1,"M",87,774,21,1,"Single","Utility",10085,1,">40","Very Good","NJ"
"17789",0,"M",109,692,6,2,"Married","Truck",12330,7,"35-40","Good","NJ"
"17790",1,"F",109,720,8,3,"Single","Van",13358,4,"35-40","Good","CT"
"17791",1,"M",147,718,8,2,"Married","Truck",14748,7,"35-40","Good","OR"
"17792",1,"F",153,758,25,1,"Married","Truck",13783,4,">40","Very Good","PA"
"17793",1,"F",608,698,16,1,"Married","Car",24242,7,">40","Good","DE"
"17794",1,"F",158,777,23,1,"Married","Truck",12255,6,">40","Very Good","IL"
"17795",0,"M",158,776,13,0,"Married","Van",9113,2,"35-40","Very Good","NC"
"17796",0,"M",121,709,3,2,"Single","Car",13148,2,"18-27","Good","NY"
"17797",1,"F",592,725,18,0,"Married","Car",21575,4,"35-40","Good","NJ"
"17798",0,"F",271,537,1,1,"Single","Car",82516,4,"<18","Very Poor","CO"
"17799",1,"F",107,706,21,1,"Married","Car",5702,4,">40","Good","IA"
"17800",0,"F",387,604,8,2,"Single","Truck",10543,5,"35-40","Fair","NY"
"17801",1,"M",155,759,17,4,"Single","Utility",11571,8,"35-40","Very Good","NY"
"17802",1,"F",147,771,36,0,"Married","Truck",19635,3,">40","Very Good","NJ"
"17803",1,"M",140,753,10,1,"Married","Van",9418,5,">40","Very Good","NJ"
"17804",1,"M",185,575,2,0,"Married","Truck",43195,1,"<18","Very Poor","OR"
"17805",1,"F",235,678,5,3,"Single","Utility",14406,5,"35-40","Good","NV"
"17806",1,"F",148,679,15,0,"Single","Car",12635,6,"28-34","Good","NY"
"17807",1,"M",258,644,5,1,"Married","Car",13945,2,"18-27","Fair","MT"
"17808",1,"F",281,657,6,1,"Single","Truck",12080,5,"35-40","Fair","SD"
"17809",0,"F",104,731,23,0,"Married","Truck",14935,4,">40","Good","RI"
"17810",1,"M",151,692,15,1,"Married","Car",8702,3,">40","Good","GA"
"17811",1,"M",94,714,2,2,"Single","Car",15462,2,"18-27","Good","OR"
"17812",0,"F",155,693,9,0,"Married","Car",31449,7,"18-27","Good","NJ"
"17813",1,"F",115,834,8,3,"Single","Van",16613,3,"35-40","Exceptional","NJ"
"17814",0,"M",156,610,1,3,"Single","Car",74832,1,"18-27","Fair","NJ"
"17815",0,"M",125,683,2,0,"Married","Utility",13966,6,"<18","Good","OR"
"17816",1,"M",128,740,17,1,"Married","Van",11375,2,">40","Very Good","CT"
"17817",0,"M",113,646,4,3,"Single","Car",81581,4,"18-27","Fair","NY"
"17818",1,"F",425,693,20,1,"Married","Car",21437,8,">40","Good","CT"
"17819",1,"M",398,670,5,0,"Married","Car",12612,4,"18-27","Good","NY"
"17820",0,"M",141,805,24,0,"Single","Utility",10285,6,">40","Exceptional","IA"
"17821",1,"M",141,786,18,0,"Married","Van",8926,5,">40","Very Good","NY"
"17822",1,"M",123,689,21,0,"Married","Van",13528,2,">40","Good","NJ"
"17823",1,"F",122,689,7,0,"Single","Car",60681,2,"28-34","Good","CT"
"17824",1,"M",442,626,4,1,"Married","Car",13069,7,"18-27","Fair","TX"
"17825",0,"M",125,709,25,1,"Married","Utility",8204,4,">40","Good","NH"
"17826",1,"M",365,722,5,2,"Married","Car",10715,6,"18-27","Good","CT"
"17827",1,"M",190,832,5,2,"Single","Car",23457,6,"18-27","Exceptional","NY"
"17828",1,"F",84,746,5,0,"Married","Car",19127,6,"18-27","Very Good","WV"
"17829",1,"F",266,678,6,2,"Single","Truck",11698,8,"35-40","Good","MI"
"17830",0,"M",201,648,5,0,"Married","Car",11252,3,"18-27","Fair","NY"
"17831",0,"F",114,723,12,0,"Married","Car",5071,5,">40","Good","HI"
"17832",0,"F",277,692,8,3,"Single","Truck",13781,1,"35-40","Good","OR"
"17833",1,"M",126,772,20,0,"Married","Truck",6710,1,"35-40","Very Good","CT"
"17834",1,"M",82,732,26,0,"Married","Truck",10852,2,">40","Good","PA"
"17835",1,"M",102,743,28,0,"Married","Van",5704,4,">40","Very Good","MT"
"17836",1,"F",116,772,16,0,"Married","Car",23702,7,"35-40","Very Good","MA"
"17837",0,"F",155,676,31,0,"Married","Car",24869,5,">40","Good","OR"
"17838",1,"M",417,622,1,2,"Married","Car",45820,8,"18-27","Fair","CT"
"17839",1,"M",109,793,15,0,"Married","Van",13214,4,">40","Very Good","OR"
"17840",1,"F",372,397,7,3,"Single","Truck",14714,4,"35-40","Very Poor","TX"
"17841",1,"F",145,672,19,0,"Married","Car",6561,7,">40","Good","VT"
"17842",1,"M",254,655,2,2,"Married","Car",82783,8,"18-27","Fair","NJ"
"17843",0,"M",143,767,14,1,"Single","Utility",5588,4,"35-40","Very Good","NY"
"17844",1,"F",419,365,6,3,"Single","Truck",14178,4,"35-40","Very Poor","PA"
"17845",0,"M",489,707,1,2,"Married","Car",13645,6,"18-27","Good","VT"
"17846",0,"M",141,663,1,3,"Single","Car",27150,8,"18-27","Fair","ND"
"17847",0,"M",164,564,1,2,"Single","Car",14661,6,"18-27","Very Poor","OR"
"17848",0,"F",493,591,8,3,"Single","Truck",12138,4,"35-40","Fair","WV"
"17849",0,"F",143,672,21,2,"Married","Car",13934,4,">40","Good","CT"
"17850",1,"F",81,732,21,1,"Married","Car",6651,1,">40","Good","CT"
"17851",0,"M",85,743,27,1,"Married","Truck",5706,6,">40","Very Good","OR"
"17852",1,"M",97,757,20,1,"Single","Utility",11506,2,">40","Very Good","OR"
"17853",1,"F",285,636,6,1,"Single","Truck",13488,4,"35-40","Fair","NJ"
"17854",1,"M",303,501,4,3,"Single","Utility",12063,3,"18-27","Very Poor","WV"
"17855",1,"F",447,704,33,3,"Married","Truck",14035,3,">40","Good","TN"
"17856",1,"M",147,768,7,1,"Married","Van",12259,8,"18-27","Very Good","CT"
"17857",1,"F",700,730,3,3,"Married","Truck",24915,2,"<18","Good","WV"
"17858",1,"F",90,695,19,1,"Married","Truck",11804,2,">40","Good","NJ"
"17859",1,"M",122,709,20,1,"Married","Van",14738,4,"35-40","Good","DE"
"17860",1,"F",252,686,5,2,"Single","Truck",14544,7,"35-40","Good","NJ"
"17861",1,"M",107,753,10,1,"Married","Van",13487,3,"18-27","Very Good","WV"
"17862",1,"M",129,773,7,1,"Married","Utility",11253,7,"28-34","Very Good","VA"
"17863",1,"F",87,468,6,2,"Married","Car",40333,3,"28-34","Very Poor","OR"
"17864",1,"F",81,771,9,0,"Single","Car",12788,5,"18-27","Very Good","CT"
"17865",0,"M",148,746,18,1,"Married","Utility",13951,8,">40","Very Good","CT"
"17866",0,"M",410,454,2,3,"Married","Car",17556,3,"18-27","Very Poor","WV"
"17867",1,"F",160,783,38,1,"Single","Car",13220,1,">40","Very Good","NY"
"17868",1,"F",150,571,8,2,"Single","Van",14837,2,"35-40","Very Poor","OH"
"17869",0,"M",89,764,22,0,"Married","Utility",14580,3,">40","Very Good","CT"
"17870",1,"F",133,466,5,3,"Single","Van",11044,6,"35-40","Very Poor","NJ"
"17871",1,"M",492,845,5,1,"Married","Car",17897,3,"18-27","Exceptional","PA"
"17872",1,"M",89,772,16,0,"Married","Van",6933,2,"35-40","Very Good","CT"
"17873",0,"F",98,755,20,0,"Married","Car",19005,1,">40","Very Good","CT"
"17874",1,"M",399,708,5,3,"Single","Car",12739,6,"18-27","Good","WY"
"17875",0,"M",107,749,16,0,"Married","Van",14580,2,">40","Very Good","CT"
"17876",0,"M",131,695,12,0,"Married","Van",6224,7,">40","Good","NV"
"17877",1,"F",322,691,5,0,"Married","Car",33841,1,"<18","Good","CT"
"17878",1,"F",274,620,5,1,"Single","Truck",12491,7,"35-40","Fair","AR"
"17879",1,"M",87,756,20,0,"Married","Utility",5895,1,"35-40","Very Good","AR"
"17880",0,"F",100,760,36,1,"Married","Car",24669,4,">40","Very Good","TX"
"17881",0,"M",301,721,1,2,"Married","Car",23179,7,"18-27","Good","CT"
"17882",1,"F",160,781,22,0,"Married","Truck",15208,4,">40","Very Good","NY"
"17883",1,"M",88,737,5,1,"Single","Utility",12797,4,"28-34","Good","CT"
"17884",0,"M",140,732,22,1,"Married","Van",10598,7,">40","Good","MN"
"17885",1,"M",139,812,29,0,"Single","Utility",6626,7,">40","Exceptional","WV"
"17886",1,"F",144,796,19,1,"Married","Truck",14018,3,">40","Very Good","CA"
"17887",0,"M",96,730,32,1,"Single","Utility",8171,5,">40","Good","CT"
"17888",1,"M",142,714,28,1,"Married","Truck",14623,8,">40","Good","NY"
"17889",1,"F",131,688,34,1,"Single","Car",6636,3,">40","Good","NM"
"17890",1,"F",148,771,8,0,"Married","Car",9141,1,"18-27","Very Good","WV"
"17891",1,"F",152,768,6,1,"Married","Car",12492,4,"18-27","Very Good","CT"
